NOC,Team,Year,Sex,Medal,Count
AUS,Australia,2004,M,Silver,45
AUS,Australia,2006,M,Gold,1
AUS,Australia,2008,M,Bronze,35
AUS,Australia,2008,M,Gold,9
AUS,Australia,2008,M,Silver,20
AUS,Australia,2010,M,Silver,1
AUS,Australia,2012,M,Bronze,27
AUS,Australia,2012,M,Gold,9
AUS,Australia,2012,M,Silver,13
AUS,Australia,2014,M,Silver,1
AUS,Australia,2016,M,Bronze,20
AUS,Australia,2016,M,Gold,3
AUS,Australia,2016,M,Silver,20
AUS,Australia-1,1996,F,Bronze,2
AUS,Australia-1,2000,F,Gold,2
AUT,Austria,1948,F,Gold,1
AUT,Austria,1956,F,Silver,1
AUT,Austria,1964,F,Bronze,1
AUT,Austria,1964,F,Gold,1
AUT,Austria,1968,F,Bronze,2
AUT,Austria,1968,F,Gold,1
AUT,Austria,1968,F,Silver,1
AUT,Austria,1972,F,Bronze,2
AUT,Austria,1972,F,Gold,1
AUT,Austria,1972,F,Silver,2
AUT,Austria,1976,F,Silver,1
AUT,Austria,1980,F,Gold,2
AUT,Austria,1988,F,Gold,2
AUT,Austria,1992,F,Bronze,2
AUT,Austria,1992,F,Gold,3
AUT,Austria,1992,F,Silver,3
AUT,Austria,1994,F,Bronze,1
AUT,Austria,1994,F,Gold,1
AUT,Austria,1994,F,Silver,2
AUT,Austria,1996,F,Bronze,1
AUT,Austria,1998,F,Bronze,3
AUT,Austria,1998,F,Silver,2
AUT,Austria,2000,F,Silver,1
AUT,Austria,2002,F,Bronze,1
AUT,Austria,2002,F,Silver,1
AUT,Austria,2004,F,Gold,1
AUT,Austria,2004,F,Silver,1
AUT,Austria,2006,F,Bronze,2
AUT,Austria,2006,F,Gold,2
AUT,Austria,2006,F,Silver,2
AUT,Austria,2008,F,Bronze,2
AUT,Austria,2010,F,Bronze,3
AUT,Austria,2010,F,Gold,1
AUT,Austria,2010,F,Silver,2
AUT,Austria,2014,F,Bronze,2
AUT,Austria,2014,F,Gold,2
AUT,Austria,2014,F,Silver,4
AUT,Austria,2016,F,Bronze,1
AUT,Austria,1906,M,Gold,1
AUT,Austria,1906,M,Silver,1
AUT,Austria,1948,M,Gold,1
AUT,Austria,1952,M,Bronze,1
AUT,Austria,1956,M,Bronze,3
AUT,Austria,1960,M,Gold,1
AUT,Austria,1960,M,Silver,2
AUT,Austria,1964,M,Gold,1
AUT,Austria,1964,M,Silver,1
AUT,Austria,1968,M,Bronze,5
AUT,Austria,1968,M,Gold,2
AUT,Austria,1968,M,Silver,3
AUT,Austria,1972,M,Bronze,2
AUT,Austria,1972,M,Silver,1
AUT,Austria,1976,M,Bronze,1
AUT,Austria,1976,M,Gold,1
AUT,Austria,1976,M,Silver,1
AUT,Austria,1980,M,Bronze,2
AUT,Austria,1980,M,Gold,2
AUT,Austria,1980,M,Silver,5
AUT,Austria,1984,M,Bronze,2
AUT,Austria,1984,M,Gold,1
AUT,Austria,1984,M,Silver,1
AUT,Austria,1988,M,Bronze,3
AUT,Austria,1988,M,Gold,2
AUT,Austria,1988,M,Silver,4
AUT,Austria,1992,M,Bronze,7
AUT,Austria,1992,M,Gold,2
AUT,Austria,1992,M,Silver,13
AUT,Austria,1994,M,Bronze,6
AUT,Austria,1994,M,Gold,1
AUT,Austria,1994,M,Silver,1
AUT,Austria,1996,M,Bronze,1
AUT,Austria,1996,M,Silver,1
AUT,Austria,1998,M,Bronze,9
AUT,Austria,1998,M,Gold,3
AUT,Austria,1998,M,Silver,3
AUT,Austria,2000,M,Gold,3
AUT,Austria,2002,M,Bronze,12
AUT,Austria,2002,M,Gold,3
AUT,Austria,2002,M,Silver,3
AUT,Austria,2004,M,Bronze,1
AUT,Austria,2004,M,Gold,2
AUT,Austria,2004,M,Silver,3
AUT,Austria,2006,M,Bronze,5
AUT,Austria,2006,M,Gold,12
AUT,Austria,2006,M,Silver,5
AUT,Austria,2008,M,Silver,1
AUT,Austria,2010,M,Bronze,3
AUT,Austria,2010,M,Gold,8
AUT,Austria,2010,M,Silver,7
AUT,Austria,2014,M,Bronze,9
AUT,Austria,2014,M,Gold,2
AUT,Austria,2014,M,Silver,6
AUT,Austria,2016,M,Bronze,1
AUT,Austria-1,1964,M,Gold,1
AUT,Austria-1,1964,M,Silver,4
AUT,Austria-1,1968,M,Silver,6
AUT,Austria-1,1976,M,Bronze,2
AUT,Austria-1,1980,M,Bronze,1
AUT,Austria-1,1992,M,Gold,4
AUT,Austria-1,2006,M,Gold,2
AUT,Austria-1,2010,M,Gold,2
AUT,Austria-1,2014,M,Silver,2
AUT,Austria-2,1964,M,Silver,2
AZE,Azerbaijan,2000,F,Gold,1
AZE,Azerbaijan,2004,F,Bronze,2
AZE,Azerbaijan,2008,F,Bronze,1
AZE,Azerbaijan,2012,F,Bronze,1
AZE,Azerbaijan,2012,F,Silver,1
AZE,Azerbaijan,2016,F,Bronze,3
AZE,Azerbaijan,2016,F,Silver,1
AZE,Azerbaijan,1996,M,Silver,1
AZE,Azerbaijan,2000,M,Bronze,1
AZE,Azerbaijan,2000,M,Gold,1
AZE,Azerbaijan,2004,M,Bronze,2
AZE,Azerbaijan,2004,M,Gold,1
AZE,Azerbaijan,2008,M,Bronze,3
AZE,Azerbaijan,2008,M,Gold,1
AZE,Azerbaijan,2008,M,Silver,2
AZE,Azerbaijan,2012,M,Bronze,5
AZE,Azerbaijan,2012,M,Gold,2
AZE,Azerbaijan,2012,M,Silver,1
AZE,Azerbaijan,2016,M,Bronze,7
AZE,Azerbaijan,2016,M,Gold,1
AZE,Azerbaijan,2016,M,Silver,6
BAH,Bahamas,1996,F,Silver,5
BAH,Bahamas,2000,F,Gold,6
BAH,Bahamas,2004,F,Bronze,1
BAH,Bahamas,2004,F,Gold,1
BAH,Bahamas,2016,F,Gold,1
BAH,Bahamas,1992,M,Bronze,1
BAH,Bahamas,2000,M,Bronze,5
BAH,Bahamas,2008,M,Bronze,1
BAH,Bahamas,2008,M,Silver,6
BAH,Bahamas,2012,M,Gold,4
BAH,Bahamas,2016,M,Bronze,5
BRN,Bahrain,2012,F,Bronze,1
BRN,Bahrain,2016,F,Gold,1
BRN,Bahrain,2016,F,Silver,1
SUI,Ballerina IV,1960,M,Bronze,3
BAR,Barbados,2000,M,Bronze,1
AUS,Barrenjoey,1964,M,Gold,3
BLR,Belarus,1994,F,Silver,1
BLR,Belarus,1996,F,Bronze,5
BLR,Belarus,1996,F,Gold,1
BLR,Belarus,1996,F,Silver,1
BLR,Belarus,2000,F,Bronze,3
BLR,Belarus,2000,F,Gold,3
BLR,Belarus,2000,F,Silver,7
BLR,Belarus,2004,F,Bronze,4
BLR,Belarus,2004,F,Gold,1
BLR,Belarus,2004,F,Silver,2
BLR,Belarus,2008,F,Bronze,11
BLR,Belarus,2008,F,Gold,1
BLR,Belarus,2008,F,Silver,2
BLR,Belarus,2010,F,Bronze,1
BLR,Belarus,2012,F,Bronze,8
BLR,Belarus,2012,F,Gold,1
BLR,Belarus,2012,F,Silver,5
BLR,Belarus,2014,F,Bronze,1
BLR,Belarus,2014,F,Gold,4
BLR,Belarus,2016,F,Bronze,5
BLR,Belarus,2016,F,Silver,2
BLR,Belarus,1994,M,Silver,1
BLR,Belarus,1996,M,Bronze,6
BLR,Belarus,1996,M,Silver,5
BLR,Belarus,1998,M,Bronze,2
BLR,Belarus,2000,M,Bronze,8
BLR,Belarus,2000,M,Silver,1
BLR,Belarus,2002,M,Bronze,1
BLR,Belarus,2004,M,Bronze,4
BLR,Belarus,2004,M,Gold,1
BLR,Belarus,2004,M,Silver,3
BLR,Belarus,2006,M,Silver,1
BLR,Belarus,2008,M,Bronze,5
BLR,Belarus,2008,M,Gold,7
BLR,Belarus,2008,M,Silver,3
BLR,Belarus,2010,M,Gold,1
BLR,Belarus,2010,M,Silver,1
BLR,Belarus,2012,M,Gold,2
BLR,Belarus,2012,M,Silver,4
BLR,Belarus,2014,M,Gold,1
BLR,Belarus,2016,M,Bronze,2
BLR,Belarus,2016,M,Gold,1
BLR,Belarus,2016,M,Silver,2
BEL,Belgium,1984,F,Bronze,2
BEL,Belgium,1992,F,Bronze,1
BEL,Belgium,1992,F,Silver,1
BEL,Belgium,1996,F,Bronze,1
BEL,Belgium,1996,F,Gold,1
BEL,Belgium,1996,F,Silver,1
BEL,Belgium,2000,F,Bronze,4
BEL,Belgium,2004,F,Bronze,1
BEL,Belgium,2004,F,Gold,1
BEL,Belgium,2008,F,Gold,1
BEL,Belgium,2008,F,Silver,4
BEL,Belgium,2012,F,Bronze,2
BEL,Belgium,2016,F,Bronze,1
BEL,Belgium,2016,F,Gold,1
BEL,Belgium,1920,M,Gold,4
BEL,Belgium,1920,M,Silver,2
BEL,Belgium,1924,M,Silver,1
BEL,Belgium,1948,M,Gold,1
BEL,Belgium,1956,M,Silver,2
BEL,Belgium,1960,M,Bronze,2
BEL,Belgium,1960,M,Silver,2
BEL,Belgium,1964,M,Bronze,1
BEL,Belgium,1964,M,Gold,2
BEL,Belgium,1968,M,Bronze,2
BEL,Belgium,1968,M,Silver,1
BEL,Belgium,1972,M,Silver,2
BEL,Belgium,1976,M,Bronze,6
BEL,Belgium,1976,M,Silver,3
BEL,Belgium,1980,M,Gold,1
BEL,Belgium,1984,M,Gold,1
BEL,Belgium,1984,M,Silver,2
BEL,Belgium,1988,M,Bronze,2
BEL,Belgium,1992,M,Bronze,1
BEL,Belgium,1996,M,Bronze,1
BEL,Belgium,1996,M,Gold,1
BEL,Belgium,1996,M,Silver,1
BEL,Belgium,1998,M,Bronze,1
BEL,Belgium,2000,M,Silver,3
BEL,Belgium,2004,M,Bronze,1
BEL,Belgium,2012,M,Silver,1
BEL,Belgium,2016,M,Bronze,1
BEL,Belgium,2016,M,Gold,1
BEL,Belgium,2016,M,Silver,17
BER,Bermuda,1976,M,Bronze,1
USA,Bingo,1964,M,Bronze,3
GBR,Bluebottle,1956,M,Bronze,2
GER,Bonaparte,2008,F,Gold,1
BOT,Botswana,2012,M,Silver,1
BRA,Brazil,1996,F,Bronze,12
BRA,Brazil,1996,F,Silver,12
BRA,Brazil,2000,F,Bronze,24
BRA,Brazil,2004,F,Silver,17
BRA,Brazil,2008,F,Bronze,4
BRA,Brazil,2008,F,Gold,13
BRA,Brazil,2008,F,Silver,18
BRA,Brazil,2012,F,Bronze,3
BRA,Brazil,2012,F,Gold,13
BRA,Brazil,2016,F,Bronze,2
BRA,Brazil,2016,F,Gold,3
BRA,Brazil,1948,M,Bronze,2
BRA,Brazil,1952,M,Bronze,1
BRA,Brazil,1952,M,Gold,1
BRA,Brazil,1956,M,Gold,1
BRA,Brazil,1960,M,Bronze,8
BRA,Brazil,1964,M,Bronze,12
BRA,Brazil,1968,M,Bronze,3
BRA,Brazil,1968,M,Silver,1
BRA,Brazil,1972,M,Bronze,2
BRA,Brazil,1976,M,Bronze,3
BRA,Brazil,1980,M,Bronze,5
BRA,Brazil,1980,M,Gold,4
BRA,Brazil,1984,M,Bronze,2
BRA,Brazil,1984,M,Gold,1
BRA,Brazil,1984,M,Silver,29
BRA,Brazil,1988,M,Bronze,5
BRA,Brazil,1988,M,Gold,1
BRA,Brazil,1988,M,Silver,17
BRA,Brazil,1992,M,Gold,12
BRA,Brazil,1992,M,Silver,1
BRA,Brazil,1996,M,Bronze,31
BRA,Brazil,1996,M,Gold,3
BRA,Brazil,1996,M,Silver,1
BRA,Brazil,2000,M,Bronze,10
BRA,Brazil,2000,M,Silver,8
BRA,Brazil,2004,M,Bronze,3
BRA,Brazil,2004,M,Gold,16
BRA,Brazil,2008,M,Bronze,24
BRA,Brazil,2008,M,Gold,1
BRA,Brazil,2008,M,Silver,14
BRA,Brazil,2012,M,Bronze,6
BRA,Brazil,2012,M,Gold,1
BRA,Brazil,2012,M,Silver,31
BRA,Brazil,2016,M,Bronze,4
BRA,Brazil,2016,M,Gold,31
BRA,Brazil,2016,M,Silver,6
BRA,Brazil-1,1996,F,Gold,2
BRA,Brazil-1,2000,F,Silver,2
BRA,Brazil-1,2004,F,Silver,2
BRA,Brazil-1,2012,F,Bronze,2
BRA,Brazil-1,2016,F,Silver,2
BRA,Brazil-1,2000,M,Silver,2
BRA,Brazil-1,2004,M,Gold,2
BRA,Brazil-1,2008,M,Silver,2
BRA,Brazil-1,2012,M,Silver,2
BRA,Brazil-1,2016,M,Gold,2
BRA,Brazil-2,1996,F,Silver,1
BRA,Brazil-2,2000,F,Bronze,2
BRA,Brazil-2,2008,M,Bronze,2
BUL,Bulgaria,1972,F,Bronze,2
BUL,Bulgaria,1972,F,Silver,2
BUL,Bulgaria,1976,F,Bronze,13
BUL,Bulgaria,1976,F,Gold,5
BUL,Bulgaria,1976,F,Silver,7
BUL,Bulgaria,1980,F,Bronze,17
BUL,Bulgaria,1980,F,Silver,19
BUL,Bulgaria,1988,F,Bronze,11
BUL,Bulgaria,1988,F,Gold,3
BUL,Bulgaria,1988,F,Silver,8
BUL,Bulgaria,1992,F,Bronze,2
BUL,Bulgaria,1992,F,Silver,3
BUL,Bulgaria,1996,F,Bronze,1
BUL,Bulgaria,1996,F,Gold,1
BUL,Bulgaria,1996,F,Silver,7
BUL,Bulgaria,1998,F,Gold,1
BUL,Bulgaria,2000,F,Gold,2
BUL,Bulgaria,2000,F,Silver,1
BUL,Bulgaria,2002,F,Bronze,2
BUL,Bulgaria,2002,F,Silver,1
BUL,Bulgaria,2004,F,Bronze,8
BUL,Bulgaria,2004,F,Gold,1
BUL,Bulgaria,2006,F,Silver,1
BUL,Bulgaria,2008,F,Gold,1
BUL,Bulgaria,2008,F,Silver,1
BUL,Bulgaria,2012,F,Silver,1
BUL,Bulgaria,2016,F,Bronze,6
BUL,Bulgaria,2016,F,Silver,1
BUL,Bulgaria,1956,M,Bronze,6
BUL,Bulgaria,1956,M,Silver,1
BUL,Bulgaria,1960,M,Bronze,3
BUL,Bulgaria,1960,M,Gold,1
BUL,Bulgaria,1960,M,Silver,3
BUL,Bulgaria,1964,M,Bronze,2
BUL,Bulgaria,1964,M,Gold,3
BUL,Bulgaria,1964,M,Silver,4
BUL,Bulgaria,1968,M,Bronze,3
BUL,Bulgaria,1968,M,Gold,2
BUL,Bulgaria,1968,M,Silver,21
BUL,Bulgaria,1972,M,Bronze,4
BUL,Bulgaria,1972,M,Gold,6
BUL,Bulgaria,1972,M,Silver,8
BUL,Bulgaria,1976,M,Bronze,5
BUL,Bulgaria,1976,M,Gold,3
BUL,Bulgaria,1976,M,Silver,6
BUL,Bulgaria,1980,M,Bronze,22
BUL,Bulgaria,1980,M,Gold,8
BUL,Bulgaria,1980,M,Silver,24
BUL,Bulgaria,1988,M,Bronze,6
BUL,Bulgaria,1988,M,Gold,7
BUL,Bulgaria,1988,M,Silver,6
BUL,Bulgaria,1992,M,Bronze,5
BUL,Bulgaria,1992,M,Gold,3
BUL,Bulgaria,1992,M,Silver,4
BUL,Bulgaria,1996,M,Bronze,5
BUL,Bulgaria,1996,M,Gold,2
BUL,Bulgaria,1996,M,Silver,5
BUL,Bulgaria,2000,M,Bronze,2
BUL,Bulgaria,2000,M,Gold,3
BUL,Bulgaria,2000,M,Silver,5
BUL,Bulgaria,2004,M,Bronze,6
BUL,Bulgaria,2004,M,Gold,1
BUL,Bulgaria,2004,M,Silver,1
BUL,Bulgaria,2008,M,Bronze,3
BUL,Bulgaria,2012,M,Bronze,1
AUS,Buraddoo,1956,M,Bronze,1
BDI,Burundi,2016,F,Silver,1
BDI,Burundi,1996,M,Gold,1
CMR,Cameroon,2004,F,Gold,1
CMR,Cameroon,2008,F,Gold,1
CMR,Cameroon,1968,M,Silver,1
CMR,Cameroon,1984,M,Bronze,1
CMR,Cameroon,2000,M,Gold,14
CAN,Canada,1928,F,Bronze,1
CAN,Canada,1928,F,Gold,5
CAN,Canada,1928,F,Silver,1
CAN,Canada,1932,F,Bronze,1
CAN,Canada,1932,F,Silver,4
CAN,Canada,1936,F,Bronze,2
CAN,Canada,1956,F,Bronze,1
CAN,Canada,1960,F,Gold,1
CAN,Canada,1964,F,Bronze,1
CAN,Canada,1968,F,Bronze,4
CAN,Canada,1968,F,Gold,1
CAN,Canada,1968,F,Silver,3
CAN,Canada,1972,F,Bronze,1
CAN,Canada,1972,F,Silver,2
CAN,Canada,1976,F,Bronze,14
CAN,Canada,1976,F,Gold,1
CAN,Canada,1976,F,Silver,2
CAN,Canada,1984,F,Bronze,10
CAN,Canada,1984,F,Gold,4
CAN,Canada,1984,F,Silver,21
CAN,Canada,1988,F,Bronze,12
CAN,Canada,1988,F,Gold,3
CAN,Canada,1988,F,Silver,1
CAN,Canada,1992,F,Bronze,3
CAN,Canada,1992,F,Gold,21
CAN,Canada,1992,F,Silver,2
CAN,Canada,1994,F,Gold,2
CAN,Canada,1994,F,Silver,6
CAN,Canada,1996,F,Bronze,7
CAN,Canada,1996,F,Gold,2
CAN,Canada,1996,F,Silver,22
CAN,Canada,1998,F,Bronze,5
CAN,Canada,1998,F,Gold,7
CAN,Canada,1998,F,Silver,21
CAN,Canada,2000,F,Bronze,20
CAN,Canada,2000,F,Silver,3
CAN,Canada,2002,F,Bronze,13
CAN,Canada,2002,F,Gold,22
CAN,Canada,2002,F,Silver,1
CAN,Canada,2004,F,Bronze,3
CAN,Canada,2004,F,Gold,1
CAN,Canada,2004,F,Silver,3
CAN,Canada,2006,F,Bronze,10
CAN,Canada,2006,F,Gold,24
CAN,Canada,2006,F,Silver,14
CAN,Canada,2008,F,Bronze,4
CAN,Canada,2008,F,Gold,1
CAN,Canada,2008,F,Silver,4
CAN,Canada,2010,F,Bronze,3
CAN,Canada,2010,F,Gold,24
CAN,Canada,2010,F,Silver,12
CAN,Canada,2012,F,Bronze,27
CAN,Canada,2012,F,Gold,1
CAN,Canada,2012,F,Silver,10
CAN,Canada,2014,F,Bronze,1
CAN,Canada,2014,F,Gold,27
CAN,Canada,2014,F,Silver,11
CAN,Canada,2016,F,Bronze,53
CAN,Canada,2016,F,Gold,3
CAN,Canada,2016,F,Silver,3
CAN,Canada,1900,M,Bronze,1
CAN,Canada,1900,M,Gold,1
CAN,Canada,1904,M,Gold,1
CAN,Canada,1906,M,Gold,1
CAN,Canada,1908,M,Bronze,4
CAN,Canada,1908,M,Gold,1
CAN,Canada,1908,M,Silver,1
CAN,Canada,1912,M,Bronze,1
CAN,Canada,1920,M,Bronze,1
CAN,Canada,1920,M,Gold,9
CAN,Canada,1920,M,Silver,1
CAN,Canada,1924,M,Bronze,1
CAN,Canada,1924,M,Gold,4
CAN,Canada,1928,M,Bronze,3
CAN,Canada,1928,M,Gold,4
CAN,Canada,1928,M,Silver,1
CAN,Canada,1932,M,Bronze,7
CAN,Canada,1932,M,Gold,4
CAN,Canada,1932,M,Silver,1
CAN,Canada,1936,M,Bronze,1
CAN,Canada,1936,M,Gold,1
CAN,Canada,1936,M,Silver,5
CAN,Canada,1948,M,Gold,1
CAN,Canada,1952,M,Gold,3
CAN,Canada,1956,M,Bronze,18
CAN,Canada,1956,M,Gold,5
CAN,Canada,1956,M,Silver,2
CAN,Canada,1960,M,Silver,22
CAN,Canada,1964,M,Bronze,1
CAN,Canada,1964,M,Gold,2
CAN,Canada,1964,M,Silver,2
CAN,Canada,1968,M,Bronze,18
CAN,Canada,1968,M,Gold,3
CAN,Canada,1968,M,Silver,1
CAN,Canada,1972,M,Bronze,8
CAN,Canada,1972,M,Silver,1
CAN,Canada,1976,M,Bronze,1
CAN,Canada,1976,M,Silver,5
CAN,Canada,1980,M,Silver,1
CAN,Canada,1984,M,Bronze,22
CAN,Canada,1984,M,Gold,16
CAN,Canada,1984,M,Silver,15
CAN,Canada,1988,M,Bronze,4
CAN,Canada,1988,M,Gold,1
CAN,Canada,1988,M,Silver,6
CAN,Canada,1992,M,Bronze,10
CAN,Canada,1992,M,Gold,11
CAN,Canada,1992,M,Silver,31
CAN,Canada,1994,M,Bronze,3
CAN,Canada,1994,M,Gold,1
CAN,Canada,1994,M,Silver,23
CAN,Canada,1996,M,Bronze,3
CAN,Canada,1996,M,Gold,6
CAN,Canada,1996,M,Silver,8
CAN,Canada,1998,M,Bronze,2
CAN,Canada,1998,M,Gold,5
CAN,Canada,1998,M,Silver,7
CAN,Canada,2000,M,Bronze,3
CAN,Canada,2000,M,Gold,4
CAN,Canada,2000,M,Silver,1
CAN,Canada,2002,M,Bronze,2
CAN,Canada,2002,M,Gold,28
CAN,Canada,2002,M,Silver,6
CAN,Canada,2004,M,Bronze,1
CAN,Canada,2004,M,Gold,2
CAN,Canada,2004,M,Silver,7
CAN,Canada,2006,M,Bronze,1
CAN,Canada,2006,M,Gold,6
CAN,Canada,2006,M,Silver,12
CAN,Canada,2008,M,Bronze,7
CAN,Canada,2008,M,Gold,10
CAN,Canada,2008,M,Silver,9
CAN,Canada,2010,M,Bronze,1
CAN,Canada,2010,M,Gold,39
CAN,Canada,2010,M,Silver,1
CAN,Canada,2012,M,Bronze,6
CAN,Canada,2012,M,Silver,11
CAN,Canada,2014,M,Bronze,4
CAN,Canada,2014,M,Gold,30
CAN,Canada,2014,M,Silver,9
CAN,Canada,2016,M,Bronze,8
CAN,Canada,2016,M,Gold,1
CAN,Canada,2016,M,Silver,1
CAN,Canada-1,1964,F,Silver,1
